PLAYER_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Anthony Davis,By Year,2020-21,1610612747,LAL,2021-05-16T00:00:00,36,23,13,0.639,32.3,8.4,17.0,0.491,0.7,2.8,0.26,4.4,5.9,0.738,1.7,6.2,7.9,3.1,2.1,1.3,1.6,0.7,1.7,4.9,21.8,3.2,42.6,12,0,39.3,13,11,13,3,12,11,10,13,5,3,8,11,12,12,13,13,14,6,8,9,14,10,14,12,11,5,13,13,4,13
Anthony Davis,By Year,2019-20,1610612747,LAL,2020-08-10T00:00:00,62,46,16,0.742,34.4,8.9,17.7,0.503,1.2,3.5,0.33,7.2,8.5,0.846,2.3,7.0,9.3,3.2,2.5,1.5,2.3,0.7,2.5,6.5,26.1,3.9,50.9,29,0,47.3,7,1,12,1,8,10,6,11,1,1,3,1,2,1,11,11,12,5,1,4,6,11,3,4,3,3,8,10,4,7
Klay Thompson,By Year,2023-24,1610612744,GSW,2024-04-14T00:00:00,77,41,36,0.532,29.7,6.4,14.7,0.432,3.5,9.0,0.387,1.6,1.8,0.927,0.5,2.8,3.3,2.3,1.5,0.6,0.5,0.4,1.6,1.2,17.9,0.1,27.0,0,0,29.1,6,8,3,9,9,9,9,9,3,3,11,7,8,1,7,9,9,6,9,11,9,11,9,10,9,10,10,5,1,9
Klay Thompson,By Year,2022-23,1610612744,GSW,2023-04-09T00:00:00,69,38,31,0.551,33.0,7.9,18.1,0.436,4.4,10.6,0.412,1.7,1.9,0.879,0.6,3.6,4.1,2.4,1.8,0.7,0.4,0.5,1.9,1.3,21.9,2.4,32.0,2,0,35.0,10,9,5,8,7,4,1,8,1,1,7,5,7,5,3,1,1,5,3,9,10,7,6,8,3,7,5,1,1,1
Klay Thompson,By Year,2021-22,1610612744,GSW,2022-04-10T00:00:00,32,17,15,0.531,29.4,7.7,17.9,0.429,3.6,9.3,0.385,1.4,1.6,0.902,0.5,3.4,3.9,2.8,1.3,0.5,0.5,0.4,1.7,1.3,20.4,2.1,30.9,0,0,32.7,12,12,9,10,10,7,3,10,2,2,12,9,9,3,6,2,2,2,11,12,5,9,8,9,6,8,6,5,1,6
Kevin Durant,By Year,2023-24,1610612756,PHX,2024-04-14T00:00:00,75,44,31,0.587,37.2,10.0,19.1,0.523,2.2,5.4,0.413,4.8,5.6,0.856,0.5,6.1,6.6,5.0,3.3,0.9,1.2,0.7,1.8,4.8,27.1,3.9,45.7,14,1,45.2,7,10,4,15,8,4,7,6,8,7,7,18,17,15,11,12,12,7,9,10,8,6,13,12,9,14,11,11,6,11
Kevin Durant,By Year,2022-23,-1,TOT,2023-04-06T00:00:00,47,34,13,0.723,35.6,10.3,18.3,0.56,2.0,4.9,0.404,6.5,7.1,0.919,0.4,6.3,6.7,5.0,3.3,0.7,1.4,0.5,2.1,5.8,29.1,5.5,47.7,5,1,47.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kevin Durant,By Year,2022-23,1610612756,PHX,2023-04-06T00:00:00,8,8,0,1.0,33.7,9.1,16.0,0.57,2.8,5.1,0.537,5.0,6.0,0.833,0.4,6.0,6.4,3.5,2.5,0.3,1.3,0.5,0.9,4.6,26.0,8.6,40.9,0,0,41.6,18,18,18,1,16,12,18,1,1,11,1,15,14,18,15,13,15,13,17,18,6,15,18,15,13,4,16,18,10,16
Kevin Durant,By Year,2022-23,1610612751,BKN,2023-01-08T00:00:00,39,26,13,0.667,36.0,10.5,18.8,0.559,1.8,4.8,0.376,6.8,7.3,0.934,0.4,6.4,6.7,5.3,3.5,0.8,1.5,0.5,2.4,6.0,29.7,4.8,49.1,5,1,48.1,15,13,14,9,10,1,8,2,13,14,13,5,7,1,18,9,11,6,3,13,3,11,1,4,4,13,4,14,6,4
Kevin Durant,By Year,2021-22,1610612751,BKN,2022-04-10T00:00:00,55,36,19,0.655,37.2,10.5,20.3,0.518,2.1,5.5,0.383,6.8,7.4,0.91,0.5,6.9,7.4,6.4,3.5,0.9,0.9,0.7,2.1,5.9,29.9,4.9,50.3,18,4,49.4,14,11,11,13,7,2,3,8,9,6,12,6,6,2,12,5,6,1,4,12,14,5,4,5,3,12,2,6,1,2
Kevin Durant,By Year,2020-21,1610612751,BKN,2021-05-16T00:00:00,35,23,12,0.657,33.1,9.3,17.2,0.537,2.4,5.4,0.45,6.0,6.8,0.882,0.4,6.7,7.1,5.6,3.4,0.7,1.3,0.7,2.0,5.3,26.9,8.0,46.3,12,0,46.0,16,14,15,12,18,10,15,3,5,8,2,10,10,8,16,6,8,3,7,17,5,4,7,6,10,6,10,13,10,9
Russell Westbrook,By Year,2023-24,1610612746,LAC,2024-04-12T00:00:00,68,45,23,0.662,22.5,4.4,9.8,0.454,0.6,2.3,0.273,1.6,2.4,0.688,1.4,3.7,5.0,4.5,2.1,1.1,0.3,0.6,1.8,1.8,11.1,1.5,26.1,8,1,24.1,11,8,13,6,18,18,18,5,15,15,15,18,18,12,14,12,12,18,18,16,10,17,18,18,18,11,18,16,13,18
Russell Westbrook,By Year,2022-23,-1,TOT,2023-04-09T00:00:00,73,36,37,0.493,29.1,5.9,13.6,0.436,1.2,3.9,0.311,2.8,4.3,0.656,1.2,4.6,5.8,7.5,3.5,1.0,0.5,1.1,2.2,2.9,15.9,-0.3,35.1,24,4,33.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Russell Westbrook,By Year,2022-23,1610612746,LAC,2023-04-09T00:00:00,21,11,10,0.524,30.2,6.1,12.5,0.489,1.2,3.5,0.356,2.4,3.6,0.658,1.4,3.4,4.9,7.6,3.4,1.1,0.5,0.6,2.0,2.8,15.8,1.1,34.4,7,0,32.7,18,18,18,14,15,13,16,1,8,12,1,16,16,15,12,14,16,9,13,15,2,18,17,16,15,13,15,17,17,15
Russell Westbrook,By Year,2022-23,1610612747,LAL,2023-02-07T00:00:00,52,25,27,0.481,28.7,5.8,14.0,0.417,1.2,4.1,0.296,3.0,4.6,0.655,1.1,5.0,6.2,7.5,3.5,1.0,0.4,1.3,2.3,2.9,15.9,-0.8,35.4,17,4,33.7,16,16,9,15,16,15,14,17,10,7,13,15,15,18,18,9,9,10,12,17,4,3,13,15,14,15,14,12,9,13
Russell Westbrook,By Year,2021-22,1610612747,LAL,2022-04-05T00:00:00,78,31,47,0.397,34.3,7.0,15.8,0.444,1.0,3.4,0.298,3.4,5.1,0.667,1.4,6.0,7.4,7.1,3.8,1.0,0.3,1.1,3.0,3.9,18.5,-2.7,37.8,28,10,36.4,8,14,2,17,11,12,12,8,12,13,10,14,14,13,13,6,7,12,10,18,13,10,3,13,12,17,12,8,7,12
Russell Westbrook,By Year,2020-21,1610612764,WAS,2021-05-16T00:00:00,65,30,35,0.462,36.4,8.4,19.0,0.439,1.3,4.2,0.315,4.2,6.4,0.656,1.7,9.9,11.5,11.7,4.8,1.4,0.4,1.1,2.9,4.8,22.2,-1.4,54.1,59,38,50.3,14,15,3,16,1,7,7,10,4,6,8,11,9,17,8,1,1,1,2,12,8,8,4,7,9,16,4,2,2,4
Russell Westbrook,By Year,2019-20,1610612745,HOU,2020-08-11T00:00:00,57,36,21,0.632,36.0,10.6,22.5,0.472,1.0,3.7,0.258,5.1,6.7,0.763,1.8,6.2,7.9,7.0,4.5,1.6,0.4,1.4,3.5,4.7,27.2,2.2,48.8,22,8,47.1,15,12,15,7,4,1,2,2,13,10,17,9,7,10,5,5,5,13,4,9,9,1,1,8,3,10,7,11,8,7
Jayson Tatum,By Year,2023-24,1610612738,BOS,2024-04-11T00:00:00,74,57,17,0.77,35.7,9.1,19.3,0.471,3.1,8.2,0.376,5.6,6.7,0.833,0.9,7.2,8.1,4.9,2.5,1.0,0.6,0.8,2.0,4.6,26.9,8.2,46.2,25,0,46.2,4,1,8,1,5,5,5,2,3,4,4,2,2,5,4,3,3,2,5,7,6,4,7,2,3,2,3,3,4,3
Jayson Tatum,By Year,2022-23,1610612738,BOS,2023-04-07T00:00:00,74,52,22,0.703,36.9,9.8,21.1,0.466,3.2,9.3,0.35,7.2,8.4,0.854,1.1,7.7,8.8,4.6,2.9,1.1,0.7,0.8,2.2,5.4,30.1,6.4,49.9,31,1,50.2,4,4,5,3,1,1,1,3,2,2,7,1,1,3,2,2,1,3,2,5,4,5,3,1,1,5,1,1,2,1
Jayson Tatum,By Year,2021-22,1610612738,BOS,2022-04-10T00:00:00,76,49,27,0.645,35.9,9.3,20.6,0.453,3.0,8.6,0.353,5.3,6.2,0.853,1.1,6.9,8.0,4.4,2.9,1.0,0.6,1.1,2.3,4.5,26.9,8.8,45.2,22,0,45.6,3,5,3,6,3,3,3,5,4,3,6,3,3,4,1,4,4,4,3,8,5,1,1,3,2,1,4,4,4,4
Jayson Tatum,By Year,2020-21,1610612738,BOS,2021-05-15T00:00:00,64,34,30,0.531,35.8,9.5,20.6,0.459,2.9,7.6,0.386,4.6,5.3,0.868,0.8,6.6,7.4,4.3,2.7,1.2,0.5,1.0,1.9,4.2,26.4,2.5,44.1,15,1,44.4,8,8,2,8,4,2,2,4,5,5,3,5,5,1,6,5,5,5,4,2,8,2,8,5,5,8,5,5,2,5
Jayson Tatum,By Year,2019-20,1610612738,BOS,2020-08-11T00:00:00,66,46,20,0.697,34.3,8.4,18.6,0.45,2.9,7.1,0.403,3.8,4.7,0.812,1.0,6.0,7.0,3.0,2.3,1.4,0.9,0.9,2.1,3.6,23.4,7.6,40.8,10,0,40.8,7,7,6,4,6,6,6,7,6,6,2,6,6,8,3,6,6,6,6,1,1,3,6,6,6,3,6,6,4,6
James Harden,By Year,2023-24,1610612746,LAC,2024-04-12T00:00:00,72,46,26,0.639,34.3,4.9,11.4,0.428,2.6,6.8,0.381,4.2,4.8,0.878,0.5,4.7,5.1,8.5,2.6,1.1,0.8,0.6,1.8,3.3,16.6,4.0,38.5,23,3,36.5,10,9,8,11,15,16,15,14,10,12,3,16,16,4,18,12,12,9,15,15,2,17,17,16,16,11,15,8,9,15
James Harden,By Year,2022-23,1610612755,PHI,2023-04-06T00:00:00,58,39,19,0.672,36.8,6.4,14.5,0.441,2.8,7.2,0.385,5.4,6.2,0.867,0.7,5.4,6.1,10.7,3.4,1.2,0.5,0.9,1.9,4.6,21.0,4.8,46.2,36,5,44.0,14,14,12,5,6,13,13,8,8,9,2,14,14,8,11,7,8,3,14,13,11,12,16,14,14,6,11,3,5,11
James Harden,By Year,2021-22,-1,TOT,2022-04-09T00:00:00,65,40,25,0.615,37.2,6.3,15.3,0.41,2.3,6.9,0.33,7.2,8.2,0.877,0.8,6.8,7.7,10.3,4.4,1.3,0.6,1.4,2.4,5.8,22.0,2.7,47.7,42,11,45.9,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2
James Harden,By Year,2021-22,1610612755,PHI,2022-04-09T00:00:00,21,14,7,0.667,37.7,5.5,13.6,0.402,2.2,6.7,0.326,7.9,8.9,0.892,0.6,6.5,7.1,10.5,3.4,1.2,0.2,1.3,2.3,5.7,21.0,7.1,46.3,13,2,43.8,17,17,16,7,4,14,14,18,15,13,18,8,9,1,13,4,4,4,13,12,18,8,13,10,13,2,10,13,12,12
James Harden,By Year,2021-22,1610612751,BKN,2022-02-02T00:00:00,44,26,18,0.591,37.0,6.6,16.0,0.414,2.3,7.0,0.332,6.9,8.0,0.869,1.0,7.0,8.0,10.2,4.8,1.3,0.7,1.5,2.4,5.8,22.5,0.5,48.4,29,9,46.9,15,16,13,15,5,12,12,15,13,10,17,10,10,6,3,2,3,6,3,11,7,1,10,9,12,17,8,6,3,8
James Harden,By Year,2020-21,-1,TOT,2021-05-15T00:00:00,44,31,13,0.705,36.6,7.8,16.7,0.466,2.8,7.6,0.362,6.3,7.3,0.861,0.8,7.1,7.9,10.8,4.0,1.2,0.8,1.1,2.3,5.1,24.6,2.3,52.1,32,12,50.0,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1
James Harden,By Year,2020-21,1610612751,BKN,2021-05-15T00:00:00,36,29,7,0.806,36.6,7.8,16.6,0.471,2.7,7.3,0.366,6.3,7.3,0.856,0.8,7.7,8.5,10.9,4.0,1.3,0.8,1.0,2.4,5.2,24.6,3.9,53.3,28,12,50.7,16,15,16,2,9,7,9,2,9,8,10,13,13,13,7,1,1,2,9,10,3,11,11,11,10,12,4,7,2,5
James Harden,By Year,2020-21,1610612745,HOU,2021-01-12T00:00:00,8,2,6,0.25,36.3,7.5,16.9,0.444,3.1,9.0,0.347,6.6,7.5,0.883,0.6,4.5,5.1,10.4,4.3,0.9,0.8,1.4,1.8,4.8,24.8,-4.9,47.1,4,0,46.6,18,18,18,18,12,9,8,5,5,5,15,11,11,2,12,13,12,5,8,18,3,3,18,12,9,18,9,15,15,9
James Harden,By Year,2019-20,1610612745,HOU,2020-08-14T00:00:00,68,43,25,0.632,36.5,9.9,22.3,0.444,4.4,12.4,0.355,10.2,11.8,0.865,1.0,5.5,6.6,7.5,4.5,1.8,0.9,1.4,3.3,7.7,34.3,4.2,57.1,22,4,58.3,12,11,9,13,10,2,2,6,2,2,12,1,1,10,2,6,6,10,5,3,1,6,1,1,2,9,2,10,6,2
Lebron James,By Year,2023-24,1610612747,LAL,2024-04-14T00:00:00,71,41,30,0.577,35.3,9.6,17.9,0.54,2.1,5.1,0.41,4.3,5.7,0.75,0.9,6.4,7.3,8.3,3.5,1.3,0.5,0.8,1.1,4.3,25.7,3.1,48.8,27,5,46.9,14,16,7,17,18,16,20,5,6,7,1,19,19,11,20,11,16,5,12,17,21,7,22,19,16,15,15,12,9,14
Lebron James,By Year,2022-23,1610612747,LAL,2023-04-09T00:00:00,55,30,25,0.545,35.5,11.1,22.2,0.5,2.2,6.9,0.321,4.6,5.9,0.768,1.2,7.1,8.3,6.8,3.2,0.9,0.6,0.9,1.6,5.0,28.9,3.9,50.3,18,2,49.2,20,19,11,18,17,3,2,14,4,2,18,16,17,4,10,4,4,15,19,22,17,6,16,17,5,13,13,18,17,8
Lebron James,By Year,2021-22,1610612747,LAL,2022-04-01T00:00:00,56,25,31,0.446,37.2,11.4,21.8,0.524,2.9,8.0,0.359,4.5,6.0,0.756,1.1,7.1,8.2,6.2,3.5,1.3,1.1,0.8,2.2,5.5,30.3,-2.1,53.0,21,6,52.3,19,22,5,21,13,1,4,7,1,1,9,17,16,7,11,5,5,20,10,16,3,10,4,13,2,22,6,16,8,3
Lebron James,By Year,2020-21,1610612747,LAL,2021-05-16T00:00:00,45,30,15,0.667,33.4,9.4,18.3,0.513,2.3,6.3,0.365,4.0,5.7,0.698,0.6,7.0,7.7,7.8,3.7,1.1,0.6,0.6,1.6,4.6,25.0,6.4,47.0,18,5,46.0,22,19,20,11,22,19,17,9,2,4,6,20,21,18,22,6,11,8,5,20,19,17,18,18,20,10,20,18,9,16
Lebron James,By Year,2019-20,1610612747,LAL,2020-08-13T00:00:00,67,50,17,0.746,34.6,9.6,19.4,0.493,2.2,6.3,0.348,3.9,5.7,0.693,1.0,6.9,7.8,10.2,3.9,1.2,0.5,0.9,1.8,5.1,25.3,6.6,51.3,46,13,49.0,17,8,17,4,21,17,10,15,3,3,12,21,20,20,17,7,9,1,4,19,20,5,11,16,17,8,11,2,2,10
Jaylen Brown,By Year,2023-24,1610612738,BOS,2024-04-11T00:00:00,70,52,18,0.743,33.5,9.0,17.9,0.499,2.1,5.9,0.354,3.0,4.3,0.703,1.2,4.3,5.5,3.6,2.4,1.2,0.5,1.0,2.6,3.4,23.0,5.9,37.7,6,1,37.6,3,1,8,1,6,3,4,1,5,5,5,6,5,6,3,6,6,2,5,2,2,6,3,5,4,3,4,5,2,4
Jaylen Brown,By Year,2022-23,1610612738,BOS,2023-04-05T00:00:00,67,46,21,0.687,35.9,10.1,20.6,0.491,2.4,7.3,0.335,3.9,5.1,0.765,1.2,5.7,6.9,3.5,2.9,1.1,0.4,1.1,2.6,4.1,26.6,3.8,41.6,13,0,42.4,5,4,6,3,1,1,1,2,3,1,8,1,1,1,4,1,1,4,1,5,4,3,5,4,1,6,1,1,3,1
Jaylen Brown,By Year,2021-22,1610612738,BOS,2022-04-10T00:00:00,66,43,23,0.652,33.6,8.7,18.4,0.473,2.5,7.0,0.358,3.7,4.8,0.758,0.8,5.3,6.1,3.5,2.7,1.1,0.3,1.5,2.5,4.3,23.6,6.9,37.5,11,2,38.4,6,6,4,6,5,4,3,5,2,3,4,3,3,4,8,2,3,3,3,6,8,1,7,2,3,1,5,2,1,3
Jaylen Brown,By Year,2020-21,1610612738,BOS,2021-05-02T00:00:00,58,30,28,0.517,34.5,9.3,19.2,0.484,2.8,7.1,0.397,3.3,4.3,0.764,1.2,4.8,6.0,3.4,2.7,1.2,0.6,1.1,2.9,4.1,24.7,1.2,39.5,10,0,40.4,8,9,2,9,2,2,2,3,1,2,1,4,4,2,2,4,4,5,2,1,1,5,2,3,2,7,2,3,3,2
Jaylen Brown,By Year,2019-20,1610612738,BOS,2020-08-11T00:00:00,57,38,19,0.667,33.9,7.5,15.6,0.481,2.3,5.9,0.382,3.1,4.3,0.724,1.1,5.3,6.4,2.1,2.2,1.1,0.4,1.2,2.9,3.4,20.3,4.0,33.4,8,0,34.0,9,8,7,5,4,6,6,4,4,4,3,5,6,5,5,3,2,6,6,4,6,2,1,6,6,5,6,4,3,6
Kyle Lowry,By Year,2023-24,-1,TOT,2024-04-14T00:00:00,60,32,28,0.533,28.2,2.7,6.3,0.432,1.6,4.2,0.392,1.1,1.3,0.84,0.6,2.7,3.2,4.2,1.4,1.0,0.4,0.3,2.4,1.7,8.1,0.0,20.9,3,0,19.9,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1
Kyle Lowry,By Year,2023-24,1610612755,PHI,2024-04-14T00:00:00,23,11,12,0.478,28.4,2.6,5.9,0.444,1.6,3.9,0.404,1.2,1.4,0.848,0.4,2.4,2.8,4.6,1.4,0.9,0.3,0.2,2.3,1.8,8.0,-0.5,20.3,2,0,19.3,20,20,19,15,14,18,17,3,14,15,2,19,19,8,19,16,18,14,18,20,15,21,16,19,17,18,17,13,14,17
Kyle Lowry,By Year,2023-24,1610612748,MIA,2024-01-21T00:00:00,37,21,16,0.568,28.0,2.8,6.5,0.426,1.7,4.4,0.385,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.4,1.1,0.4,0.4,2.5,1.7,8.2,0.4,21.3,1,0,20.2,17,15,18,10,15,15,16,10,13,13,6,20,20,9,13,14,15,16,17,14,4,17,14,20,16,16,16,16,14,14
Kyle Lowry,By Year,2022-23,1610612748,MIA,2023-04-09T00:00:00,55,30,25,0.545,31.2,3.6,8.8,0.404,1.9,5.6,0.345,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.9,1.0,0.4,0.4,2.6,2.5,11.2,1.0,26.1,2,1,25.2,13,11,9,11,12,13,13,17,9,9,15,17,17,4,9,12,13,13,13,15,5,16,11,18,13,12,13,13,8,13
Kyle Lowry,By Year,2021-22,1610612748,MIA,2022-04-08T00:00:00,63,41,22,0.651,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.3,2.8,0.851,0.5,4.0,4.5,7.5,2.7,1.1,0.3,0.3,2.8,3.6,13.4,4.0,31.4,16,2,30.3,10,6,13,6,9,11,11,4,8,8,8,16,16,7,16,7,11,2,7,13,13,18,8,12,11,8,10,4,2,10
Kyle Lowry,By Year,2020-21,1610612761,TOR,2021-05-02T00:00:00,46,15,31,0.326,34.8,5.7,13.0,0.436,2.8,7.2,0.396,3.0,3.5,0.875,0.8,4.6,5.4,7.3,2.7,1.0,0.3,0.5,3.1,4.3,17.2,-0.1,35.8,9,2,35.3,16,17,6,18,5,6,6,5,3,4,4,8,10,2,11,2,2,5,6,17,11,12,4,6,6,17,7,11,2,5
Kyle Lowry,By Year,2019-20,1610612761,TOR,2020-08-12T00:00:00,58,41,17,0.707,36.2,5.8,13.8,0.416,2.8,8.0,0.352,5.1,5.9,0.857,0.6,4.5,5.0,7.5,3.1,1.4,0.4,0.8,3.3,5.6,19.4,4.7,39.2,15,2,38.5,12,6,17,4,4,5,4,12,4,1,13,2,3,5,15,3,3,3,1,6,2,5,2,2,3,6,3,5,2,3
Lamelo Ball,By Year,2023-24,1610612766,CHA,2024-01-26T00:00:00,22,7,15,0.318,32.3,8.3,19.2,0.433,3.2,9.0,0.355,4.1,4.7,0.865,1.3,3.8,5.1,8.0,3.8,1.8,0.2,0.6,3.6,4.1,23.9,-6.3,44.3,7,1,44.2,5,5,5,5,2,2,3,2,3,3,3,2,2,2,2,5,4,2,1,1,5,5,1,2,2,5,2,4,3,2
Lamelo Ball,By Year,2022-23,1610612766,CHA,2023-02-27T00:00:00,36,13,23,0.361,35.2,8.2,20.0,0.411,4.0,10.6,0.376,2.8,3.4,0.843,1.2,5.3,6.4,8.4,3.6,1.3,0.3,0.8,3.3,3.1,23.3,-4.2,44.8,17,3,45.3,4,4,4,3,1,3,2,4,1,2,2,3,3,3,4,1,2,1,2,4,3,2,3,5,3,4,1,2,2,1
Lamelo Ball,By Year,2021-22,1610612766,CHA,2022-04-10T00:00:00,75,39,36,0.52,32.3,7.2,16.7,0.429,2.9,7.5,0.389,2.8,3.2,0.872,1.4,5.2,6.7,7.6,3.3,1.6,0.4,0.7,3.2,3.2,20.1,1.3,42.2,23,5,41.3,1,1,1,1,3,4,4,3,4,4,1,4,4,1,1,2,1,3,4,3,1,3,4,3,4,1,4,1,1,4
Lamelo Ball,By Year,2020-21,1610612766,CHA,2021-05-16T00:00:00,51,23,28,0.451,28.8,5.7,13.2,0.436,1.8,5.1,0.352,2.5,3.2,0.758,1.2,4.7,5.9,6.1,2.8,1.6,0.4,0.6,2.7,3.1,15.7,-1.6,35.0,7,1,33.5,2,2,3,2,5,5,5,1,5,5,4,5,5,5,3,3,3,5,5,2,2,4,5,4,5,2,5,4,3,5
Nikola Jokic,By Year,2023-24,1610612743,DEN,2024-04-14T00:00:00,79,55,24,0.696,34.6,10.4,17.9,0.583,1.1,2.9,0.359,4.5,5.5,0.817,2.8,9.5,12.4,9.0,3.0,1.4,0.9,0.9,2.5,5.4,26.4,8.6,58.3,68,25,53.2,3,1,8,1,2,2,3,3,6,7,5,5,4,6,5,3,3,3,7,3,1,4,9,5,3,2,3,1,3,3
Nikola Jokic,By Year,2022-23,1610612743,DEN,2023-04-08T00:00:00,69,48,21,0.696,33.7,9.4,14.8,0.632,0.8,2.2,0.383,4.9,6.0,0.822,2.4,9.4,11.8,9.8,3.6,1.3,0.7,0.7,2.5,5.7,24.5,9.3,55.7,58,29,50.9,10,3,10,2,4,5,6,1,8,8,4,3,3,4,8,4,4,2,2,6,6,7,8,4,5,1,4,5,2,4
Nikola Jokic,By Year,2021-22,1610612743,DEN,2022-04-07T00:00:00,74,46,28,0.622,33.5,10.3,17.7,0.583,1.3,3.9,0.337,5.1,6.3,0.81,2.8,11.0,13.8,7.9,3.8,1.5,0.9,0.9,2.6,6.5,27.1,6.0,58.6,66,19,54.7,5,5,4,7,5,3,4,2,3,2,6,2,2,9,6,1,1,5,1,2,2,2,7,1,2,4,2,2,4,2
Nikola Jokic,By Year,2020-21,1610612743,DEN,2021-05-16T00:00:00,72,47,25,0.653,34.6,10.2,18.0,0.566,1.3,3.3,0.388,4.8,5.5,0.868,2.8,8.0,10.8,8.3,3.1,1.3,0.7,0.9,2.7,5.8,26.4,5.3,54.7,60,16,50.8,8,4,7,5,3,4,2,6,4,6,3,4,5,1,4,6,5,4,6,5,7,3,5,3,4,5,5,3,5,5
Nikola Jokic,By Year,2019-20,1610612743,DEN,2020-08-14T00:00:00,73,46,27,0.63,32.0,7.7,14.7,0.528,1.1,3.5,0.314,3.4,4.1,0.817,2.3,7.5,9.7,7.0,3.1,1.2,0.6,0.4,3.0,5.0,19.9,3.5,44.4,43,13,41.3,6,5,5,6,7,6,7,7,5,4,9,8,8,7,9,8,9,7,5,8,10,10,1,8,7,9,7,7,6,7
Jimmy Butler,By Year,2023-24,1610612748,MIA,2024-04-14T00:00:00,60,33,27,0.55,34.0,6.6,13.2,0.499,1.0,2.4,0.414,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.7,1.3,0.3,1.1,1.1,5.2,20.8,3.6,37.7,5,1,35.2,7,11,5,11,7,8,10,3,6,8,1,7,7,6,9,11,10,7,7,13,14,1,13,11,8,8,10,7,7,9
Jimmy Butler,By Year,2022-23,1610612748,MIA,2023-04-06T00:00:00,64,35,29,0.547,33.4,7.5,13.9,0.539,0.6,1.6,0.35,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.6,1.8,0.3,0.8,1.3,5.7,22.9,0.7,42.8,11,0,39.0,6,9,4,13,11,2,8,2,10,13,8,3,3,8,2,8,5,6,8,6,13,6,11,4,2,13,3,4,9,4
Jimmy Butler,By Year,2021-22,1610612748,MIA,2022-04-08T00:00:00,57,38,19,0.667,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.9,8.0,0.87,1.8,4.1,5.9,5.5,2.1,1.6,0.5,0.6,1.5,5.7,21.4,4.3,40.9,12,4,37.5,10,5,11,3,8,7,5,5,15,11,15,4,5,1,7,5,4,5,2,11,7,15,6,5,5,4,7,3,1,7
Jimmy Butler,By Year,2020-21,1610612748,MIA,2021-05-13T00:00:00,52,33,19,0.635,33.6,7.0,14.2,0.497,0.5,2.0,0.245,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,2.1,0.3,0.8,1.4,6.0,21.5,3.8,45.6,17,4,40.8,12,11,11,7,10,5,6,4,14,12,13,5,4,5,6,1,1,1,3,2,12,7,9,3,4,6,1,1,1,2
